response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use,main_branch_label,age_label,remote_work_label,ed_level_label,dev_type_label,org_size_label,purchase_influence_label,buildvs_buy_label,so_visit_freq_label,so_account_label,so_part_freq_label,so_comm_label,ai_select_label,ai_sent_label,ai_acc_label,ai_complex_label,ai_threat_label,survey_length_label,survey_ease_label
755,3,2,3,5,16,NA,1,NA,1,NA,United States of America,"USD	United States dollar",32744.00,2,3,5,3,1,NA,NA,NA,NA,1,3,32744.00,1,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,NA,I have a great deal of influence,NA,A few times per week,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
762,1,2,3,2,17,17,12,6,2,1,United States of America,"USD	United States dollar",175000.00,5,3,1,3,1,NA,NA,NA,NA,2,1,175000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,A few times per month or weekly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Too long,Difficult
763,1,1,2,7,9,1,33,9,2,1,United States of America,"USD	United States dollar",39520.00,3,3,1,6,3,1,4,2,2,1,2,39520.00,1,0,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,Student,I don’t know,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Somewhat distrust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
765,1,2,2,2,10,2,14,4,3,1,United States of America,"USD	United States dollar",120000.00,3,3,2,1,3,1,4,4,2,1,3,120000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per week,Neutral,Yes,Favorable,Somewhat distrust,Very poor at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
769,1,3,3,2,20,12,17,2,2,1,United States of America,"USD	United States dollar",80000.00,4,3,4,2,3,4,5,4,2,1,2,80000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, game or graphics",10 to 19 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,Unsure,Somewhat trust,Very poor at handling complex tasks,No,Appropriate in length,Easy
782,1,3,1,3,16,13,12,4,2,3,United States of America,"USD	United States dollar",163000.00,3,3,1,3,3,5,5,2,2,1,3,163000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",100 to 499 employees,I have little or no influence,Out-of-the-box is ready to go with little need for customization,Daily or almost daily,Yes,A few times per month or weekly,"No, not really",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Neither easy nor difficult
793,1,2,2,2,6,3,14,7,3,1,United States of America,"USD	United States dollar",150000.00,3,3,4,3,3,1,1,1,2,1,2,150000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","5,000 to 9,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Highly distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
806,3,5,1,5,40,25,21,1,2,1,United States of America,"USD	United States dollar",145000.00,1,3,5,3,2,1,NA,NA,2,2,3,145000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Educator,"1,000 to 4,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really","No, but I plan to soon",Favorable,NA,NA,No,Too long,Neither easy nor difficult
808,1,2,2,2,6,2,13,4,1,2,United States of America,"USD	United States dollar",92000.00,2,3,4,3,3,1,3,2,3,1,2,92000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications",100 to 499 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",Yes,Appropriate in length,Easy
811,1,5,2,7,28,28,28,6,3,2,United States of America,"USD	United States dollar",118106.00,3,3,2,5,1,NA,NA,NA,NA,1,2,118106.00,0,0,I am a developer by profession,55-64 years old,In-person,Some college/university study without earning a degree,Project manager,20 to 99 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,A few times per week,"Yes, definitely","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
812,1,3,1,2,22,11,16,5,3,3,United States of America,"USD	United States dollar",200000.00,4,3,5,3,3,1,5,1,2,2,2,200000.00,0,NA,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",2 to 9 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,No,Too long,Easy
817,1,2,3,2,7,4,16,1,2,1,United States of America,"USD	United States dollar",110000.00,5,3,3,1,1,NA,NA,NA,NA,2,3,110000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Daily or almost daily,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Too long,Neither easy nor difficult
824,1,3,3,2,10,10,26,3,1,2,United States of America,"USD	United States dollar",215000.00,5,3,6,5,3,1,4,1,2,1,3,215000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other,"10,000 or more employees",I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,Favorable,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
825,1,2,3,3,6,6,16,2,1,1,United States of America,"USD	United States dollar",145000.00,2,3,5,1,3,5,3,1,2,1,3,145000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",10 to 19 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,Very favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
830,1,2,3,2,15,10,23,8,1,1,United States of America,"USD	United States dollar",195000.00,4,3,5,3,1,NA,NA,NA,NA,3,2,195000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,500 to 999 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Too short,Easy
831,1,5,1,2,42,38,10,6,3,1,United States of America,"USD	United States dollar",165000.00,3,3,3,1,1,NA,NA,NA,NA,1,3,165000.00,0,0,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Developer Experience,20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Daily or almost daily,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
842,1,2,1,2,17,10,29,4,2,1,United States of America,"USD	United States dollar",127000.00,2,3,5,1,1,NA,NA,NA,NA,1,2,127000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Research & Development role,100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
844,1,1,3,2,10,2,16,8,2,1,United States of America,"USD	United States dollar",98000.00,2,3,5,3,3,2,4,1,2,1,3,98000.00,0,0,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Indifferent,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
845,3,4,1,5,38,0,28,4,3,1,United States of America,"USD	United States dollar",90000.00,1,3,5,5,1,NA,NA,NA,NA,2,3,90000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Project manager,100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, definitely","No, and I don't plan to",NA,NA,NA,NA,Too long,Neither easy nor difficult
853,1,3,3,3,9,8,15,6,3,1,United States of America,"USD	United States dollar",175000.00,3,3,1,6,3,1,4,4,2,3,2,175000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end",20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Somewhat distrust,Very poor at handling complex tasks,No,Too short,Easy
855,1,2,1,2,6,6,19,8,3,1,United States of America,"USD	United States dollar",159000.00,5,3,6,5,3,1,5,3,2,1,2,159000.00,1,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, QA or test",500 to 999 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
856,1,3,3,3,27,14,NA,7,3,1,United States of America,"USD	United States dollar",155000.00,2,3,1,6,1,NA,NA,NA,NA,1,2,155000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",NA,"5,000 to 9,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
872,1,2,3,2,14,9,23,3,2,2,United States of America,"USD	United States dollar",257695.00,1,3,1,6,3,1,3,2,3,1,2,257695.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"10,000 or more employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",Yes,Appropriate in length,Easy
881,1,4,1,7,40,27,16,3,2,NA,United States of America,"USD	United States dollar",170000.00,5,3,4,1,3,2,4,3,2,1,2,170000.00,0,0,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,"Developer, full-stack","10,000 or more employees",I have little or no influence,NA,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Indifferent,Somewhat distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
886,1,3,3,7,21,21,16,8,1,1,United States of America,"USD	United States dollar",190000.00,5,3,6,5,3,5,4,4,2,1,2,190000.00,0,0,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",500 to 999 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,Very favorable,Somewhat distrust,Very poor at handling complex tasks,No,Appropriate in length,Easy
893,1,1,2,2,10,6,31,4,1,1,United States of America,"USD	United States dollar",120000.00,5,3,2,6,1,NA,NA,NA,NA,1,3,120000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Security professional,100 to 499 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,A few times per week,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
898,1,1,2,2,7,3,22,4,3,1,United States of America,"USD	United States dollar",85000.00,1,3,5,3,3,2,4,1,2,2,2,85000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, site reliability",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,Indifferent,Somewhat distrust,Bad at handling complex tasks,No,Too long,Easy
903,1,4,3,2,24,17,14,10,2,1,United States of America,"USD	United States dollar",160000.00,2,3,4,2,1,NA,NA,NA,NA,1,2,160000.00,0,NA,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
